Day,country,cases,rate
2020-03-05,Dominican Republic,1,100.0
2020-03-06,Dominican Republic,2,0.0
2020-03-07,Dominican Republic,2,150.0
2020-03-08,Dominican Republic,5,0.0
2020-03-09,Dominican Republic,5,0.0
2020-03-10,Dominican Republic,5,0.0
2020-03-11,Dominican Republic,5,0.0
2020-03-12,Dominican Republic,5,0.0
2020-03-13,Dominican Republic,5,120.0
2020-03-14,Dominican Republic,11,0.0
2020-03-15,Dominican Republic,11,0.0
2020-03-16,Dominican Republic,11,0.0
2020-01-22,Ecuador,0,0.0
2020-01-23,Ecuador,0,0.0
2020-01-24,Ecuador,0,0.0
2020-01-25,Ecuador,0,0.0
2020-01-26,Ecuador,0,0.0
2020-01-27,Ecuador,0,0.0
2020-01-28,Ecuador,0,0.0
2020-01-29,Ecuador,0,0.0
2020-01-30,Ecuador,0,0.0
2020-01-31,Ecuador,0,0.0
2020-02-01,Ecuador,0,0.0
2020-02-02,Ecuador,0,0.0
2020-02-03,Ecuador,0,0.0
2020-02-04,Ecuador,0,0.0
2020-02-05,Ecuador,0,0.0
2020-02-06,Ecuador,0,0.0
2020-02-07,Ecuador,0,0.0
2020-02-08,Ecuador,0,0.0
2020-02-09,Ecuador,0,0.0
2020-02-10,Ecuador,0,0.0
2020-02-11,Ecuador,0,0.0
2020-02-12,Ecuador,0,0.0
2020-02-13,Ecuador,0,0.0
2020-02-14,Ecuador,0,0.0
2020-02-15,Ecuador,0,0.0
2020-02-16,Ecuador,0,0.0
2020-02-17,Ecuador,0,0.0
2020-02-18,Ecuador,0,0.0
2020-02-19,Ecuador,0,0.0
2020-02-20,Ecuador,0,0.0
2020-02-21,Ecuador,0,0.0
2020-02-22,Ecuador,0,0.0
2020-02-23,Ecuador,0,0.0
2020-02-24,Ecuador,0,0.0
2020-02-25,Ecuador,0,0.0
2020-02-26,Ecuador,0,0.0
2020-02-27,Ecuador,0,0.0
2020-02-28,Ecuador,0,0.0
2020-02-29,Ecuador,0,0.0
2020-03-01,Ecuador,6,0.0
2020-03-02,Ecuador,6,16.66666666666667
2020-03-03,Ecuador,7,42.85714285714286
2020-03-04,Ecuador,10,30.0
2020-03-05,Ecuador,13,0.0
2020-03-06,Ecuador,13,0.0
2020-03-07,Ecuador,13,7.692307692307693
2020-03-08,Ecuador,14,7.142857142857139
2020-03-09,Ecuador,15,0.0
2020-03-10,Ecuador,15,13.333333333333329
2020-03-11,Ecuador,17,0.0
2020-03-12,Ecuador,17,0.0
2020-03-13,Ecuador,17,64.70588235294119
2020-03-14,Ecuador,28,0.0
2020-03-15,Ecuador,28,32.14285714285714
2020-03-16,Ecuador,37,0.0
2020-01-22,Egypt,0,0.0
2020-01-23,Egypt,0,0.0
2020-01-24,Egypt,0,0.0
2020-01-25,Egypt,0,0.0
2020-01-26,Egypt,0,0.0
2020-01-27,Egypt,0,0.0
2020-01-28,Egypt,0,0.0
2020-01-29,Egypt,0,0.0
2020-01-30,Egypt,0,0.0
2020-01-31,Egypt,0,0.0
2020-02-01,Egypt,0,0.0
2020-02-02,Egypt,0,0.0
2020-02-03,Egypt,0,0.0
2020-02-04,Egypt,0,0.0
2020-02-05,Egypt,0,0.0
2020-02-06,Egypt,0,0.0
2020-02-07,Egypt,0,0.0
2020-02-08,Egypt,0,0.0
2020-02-09,Egypt,0,0.0
2020-02-10,Egypt,0,0.0
2020-02-11,Egypt,0,0.0
2020-02-12,Egypt,0,0.0
2020-02-13,Egypt,0,0.0
2020-02-14,Egypt,1,0.0
2020-02-15,Egypt,1,0.0
2020-02-16,Egypt,1,0.0
2020-02-17,Egypt,1,0.0
2020-02-18,Egypt,1,0.0
2020-02-19,Egypt,1,0.0
2020-02-20,Egypt,1,0.0
2020-02-21,Egypt,1,0.0
2020-02-22,Egypt,1,0.0
2020-02-23,Egypt,1,0.0
2020-02-24,Egypt,1,0.0
2020-02-25,Egypt,1,0.0
2020-02-26,Egypt,1,0.0
2020-02-27,Egypt,1,0.0
2020-02-28,Egypt,1,0.0
2020-02-29,Egypt,1,100.0
2020-03-01,Egypt,2,0.0
2020-03-02,Egypt,2,0.0
2020-03-03,Egypt,2,0.0
2020-03-04,Egypt,2,50.0
2020-03-05,Egypt,3,400.0
2020-03-06,Egypt,15,0.0
2020-03-07,Egypt,15,226.66666666666669
2020-03-08,Egypt,49,12.244897959183675
2020-03-09,Egypt,55,7.272727272727266
2020-03-10,Egypt,59,1.6949152542372872
2020-03-11,Egypt,60,11.666666666666671
2020-03-12,Egypt,67,19.40298507462687
2020-03-13,Egypt,80,36.25
2020-03-14,Egypt,109,0.9174311926605441
2020-03-15,Egypt,110,36.363636363636374
2020-03-16,Egypt,150,0.0
2020-01-22,Equatorial Guinea,0,0.0
2020-01-23,Equatorial Guinea,0,0.0
2020-01-24,Equatorial Guinea,0,0.0
2020-01-25,Equatorial Guinea,0,0.0
2020-01-26,Equatorial Guinea,0,0.0
2020-01-27,Equatorial Guinea,0,0.0
2020-01-28,Equatorial Guinea,0,0.0
2020-01-29,Equatorial Guinea,0,0.0
2020-01-30,Equatorial Guinea,0,0.0
2020-01-31,Equatorial Guinea,0,0.0
2020-02-01,Equatorial Guinea,0,0.0
2020-02-02,Equatorial Guinea,0,0.0
2020-02-03,Equatorial Guinea,0,0.0
2020-02-04,Equatorial Guinea,0,0.0
2020-02-05,Equatorial Guinea,0,0.0
2020-02-06,Equatorial Guinea,0,0.0
2020-02-07,Equatorial Guinea,0,0.0
2020-02-08,Equatorial Guinea,0,0.0
2020-02-09,Equatorial Guinea,0,0.0
2020-02-10,Equatorial Guinea,0,0.0
2020-02-11,Equatorial Guinea,0,0.0
2020-02-12,Equatorial Guinea,0,0.0
2020-02-13,Equatorial Guinea,0,0.0
2020-02-14,Equatorial Guinea,0,0.0
2020-02-15,Equatorial Guinea,0,0.0
2020-02-16,Equatorial Guinea,0,0.0
2020-02-17,Equatorial Guinea,0,0.0
2020-02-18,Equatorial Guinea,0,0.0
2020-02-19,Equatorial Guinea,0,0.0
2020-02-20,Equatorial Guinea,0,0.0
2020-02-21,Equatorial Guinea,0,0.0
2020-02-22,Equatorial Guinea,0,0.0
2020-02-23,Equatorial Guinea,0,0.0
2020-02-24,Equatorial Guinea,0,0.0
2020-02-25,Equatorial Guinea,0,0.0
2020-02-26,Equatorial Guinea,0,0.0
2020-02-27,Equatorial Guinea,0,0.0
2020-02-28,Equatorial Guinea,0,0.0
2020-02-29,Equatorial Guinea,0,0.0
2020-03-01,Equatorial Guinea,0,0.0
2020-03-02,Equatorial Guinea,0,0.0
2020-03-03,Equatorial Guinea,0,0.0
2020-03-04,Equatorial Guinea,0,0.0
2020-03-05,Equatorial Guinea,0,0.0
2020-03-06,Equatorial Guinea,0,0.0
2020-03-07,Equatorial Guinea,0,0.0
2020-03-08,Equatorial Guinea,0,0.0
2020-03-09,Equatorial Guinea,0,0.0
2020-03-10,Equatorial Guinea,0,0.0
2020-03-11,Equatorial Guinea,0,0.0
2020-03-12,Equatorial Guinea,0,0.0
2020-03-13,Equatorial Guinea,0,0.0
2020-03-14,Equatorial Guinea,0,0.0
2020-03-15,Equatorial Guinea,1,0.0
2020-03-16,Equatorial Guinea,1,0.0
2020-01-22,Estonia,0,0.0
2020-01-23,Estonia,0,0.0
2020-01-24,Estonia,0,0.0
2020-01-25,Estonia,0,0.0
2020-01-26,Estonia,0,0.0
2020-01-27,Estonia,0,0.0
2020-01-28,Estonia,0,0.0
2020-01-29,Estonia,0,0.0
2020-01-30,Estonia,0,0.0
2020-01-31,Estonia,0,0.0
2020-02-01,Estonia,0,0.0
2020-02-02,Estonia,0,0.0
2020-02-03,Estonia,0,0.0
2020-02-04,Estonia,0,0.0
2020-02-05,Estonia,0,0.0
2020-02-06,Estonia,0,0.0
2020-02-07,Estonia,0,0.0
2020-02-08,Estonia,0,0.0
2020-02-09,Estonia,0,0.0
2020-02-10,Estonia,0,0.0
2020-02-11,Estonia,0,0.0
2020-02-12,Estonia,0,0.0
2020-02-13,Estonia,0,0.0
2020-02-14,Estonia,0,0.0
2020-02-15,Estonia,0,0.0
2020-02-16,Estonia,0,0.0
2020-02-17,Estonia,0,0.0
2020-02-18,Estonia,0,0.0
2020-02-19,Estonia,0,0.0
2020-02-20,Estonia,0,0.0
2020-02-21,Estonia,0,0.0
2020-02-22,Estonia,0,0.0
2020-02-23,Estonia,0,0.0
2020-02-24,Estonia,0,0.0
2020-02-25,Estonia,0,0.0
2020-02-26,Estonia,0,0.0
2020-02-27,Estonia,1,0.0
2020-02-28,Estonia,1,0.0
2020-02-29,Estonia,1,0.0
2020-03-01,Estonia,1,0.0
2020-03-02,Estonia,1,100.0
2020-03-03,Estonia,2,0.0
2020-03-04,Estonia,2,50.0
2020-03-05,Estonia,3,233.33333333333331
2020-03-06,Estonia,10,0.0
2020-03-07,Estonia,10,0.0
2020-03-08,Estonia,10,0.0
2020-03-09,Estonia,10,20.0
2020-03-10,Estonia,12,33.33333333333334
2020-03-11,Estonia,16,0.0
2020-03-12,Estonia,16,393.75
2020-03-13,Estonia,79,45.569620253164544
2020-03-14,Estonia,115,48.69565217391303
2020-03-15,Estonia,171,19.88304093567251
2020-03-16,Estonia,205,0.0
2020-01-22,Eswatini,0,0.0
2020-01-23,Eswatini,0,0.0
2020-01-24,Eswatini,0,0.0
2020-01-25,Eswatini,0,0.0
2020-01-26,Eswatini,0,0.0
2020-01-27,Eswatini,0,0.0
2020-01-28,Eswatini,0,0.0
2020-01-29,Eswatini,0,0.0
2020-01-30,Eswatini,0,0.0
2020-01-31,Eswatini,0,0.0
2020-02-01,Eswatini,0,0.0
2020-02-02,Eswatini,0,0.0
2020-02-03,Eswatini,0,0.0
2020-02-04,Eswatini,0,0.0
2020-02-05,Eswatini,0,0.0
2020-02-06,Eswatini,0,0.0
2020-02-07,Eswatini,0,0.0
2020-02-08,Eswatini,0,0.0
2020-02-09,Eswatini,0,0.0
2020-02-10,Eswatini,0,0.0
2020-02-11,Eswatini,0,0.0
2020-02-12,Eswatini,0,0.0
2020-02-13,Eswatini,0,0.0
2020-02-14,Eswatini,0,0.0
2020-02-15,Eswatini,0,0.0
2020-02-16,Eswatini,0,0.0
2020-02-17,Eswatini,0,0.0
2020-02-18,Eswatini,0,0.0
2020-02-19,Eswatini,0,0.0
2020-02-20,Eswatini,0,0.0
2020-02-21,Eswatini,0,0.0
2020-02-22,Eswatini,0,0.0
2020-02-23,Eswatini,0,0.0
2020-02-24,Eswatini,0,0.0
2020-02-25,Eswatini,0,0.0
2020-02-26,Eswatini,0,0.0
2020-02-27,Eswatini,0,0.0
2020-02-28,Eswatini,0,0.0
2020-02-29,Eswatini,0,0.0
2020-03-01,Eswatini,0,0.0
2020-03-02,Eswatini,0,0.0
2020-03-03,Eswatini,0,0.0
2020-03-04,Eswatini,0,0.0
2020-03-05,Eswatini,0,0.0
2020-03-06,Eswatini,0,0.0
2020-03-07,Eswatini,0,0.0
2020-03-08,Eswatini,0,0.0
2020-03-09,Eswatini,0,0.0
2020-03-10,Eswatini,0,0.0
2020-03-11,Eswatini,0,0.0
2020-03-12,Eswatini,0,0.0
2020-03-13,Eswatini,0,0.0
2020-03-14,Eswatini,1,0.0
2020-03-15,Eswatini,1,0.0
2020-03-16,Eswatini,1,0.0
2020-01-22,Ethiopia,0,0.0
2020-01-23,Ethiopia,0,0.0
2020-01-24,Ethiopia,0,0.0
2020-01-25,Ethiopia,0,0.0
2020-01-26,Ethiopia,0,0.0
2020-01-27,Ethiopia,0,0.0
2020-01-28,Ethiopia,0,0.0
2020-01-29,Ethiopia,0,0.0
2020-01-30,Ethiopia,0,0.0
2020-01-31,Ethiopia,0,0.0
2020-02-01,Ethiopia,0,0.0
2020-02-02,Ethiopia,0,0.0
2020-02-03,Ethiopia,0,0.0
2020-02-04,Ethiopia,0,0.0
2020-02-05,Ethiopia,0,0.0
2020-02-06,Ethiopia,0,0.0
2020-02-07,Ethiopia,0,0.0
2020-02-08,Ethiopia,0,0.0
2020-02-09,Ethiopia,0,0.0
2020-02-10,Ethiopia,0,0.0
2020-02-11,Ethiopia,0,0.0
2020-02-12,Ethiopia,0,0.0
2020-02-13,Ethiopia,0,0.0
2020-02-14,Ethiopia,0,0.0
2020-02-15,Ethiopia,0,0.0
2020-02-16,Ethiopia,0,0.0
2020-02-17,Ethiopia,0,0.0
2020-02-18,Ethiopia,0,0.0
2020-02-19,Ethiopia,0,0.0
2020-02-20,Ethiopia,0,0.0
2020-02-21,Ethiopia,0,0.0
2020-02-22,Ethiopia,0,0.0
2020-02-23,Ethiopia,0,0.0
2020-02-24,Ethiopia,0,0.0
2020-02-25,Ethiopia,0,0.0
2020-02-26,Ethiopia,0,0.0
2020-02-27,Ethiopia,0,0.0
2020-02-28,Ethiopia,0,0.0
2020-02-29,Ethiopia,0,0.0
2020-03-01,Ethiopia,0,0.0
2020-03-02,Ethiopia,0,0.0
2020-03-03,Ethiopia,0,0.0
2020-03-04,Ethiopia,0,0.0
2020-03-05,Ethiopia,0,0.0
2020-03-06,Ethiopia,0,0.0
2020-03-07,Ethiopia,0,0.0
2020-03-08,Ethiopia,0,0.0
2020-03-09,Ethiopia,0,0.0
2020-03-10,Ethiopia,0,0.0
2020-03-11,Ethiopia,0,0.0
2020-03-12,Ethiopia,0,0.0
2020-03-13,Ethiopia,1,0.0
2020-03-14,Ethiopia,1,0.0
2020-03-15,Ethiopia,1,400.0
2020-03-16,Ethiopia,5,0.0
2020-01-22,Finland,0,0.0
2020-01-23,Finland,0,0.0
2020-01-24,Finland,0,0.0
2020-01-25,Finland,0,0.0
2020-01-26,Finland,0,0.0
2020-01-27,Finland,0,0.0
2020-01-28,Finland,0,0.0
2020-01-29,Finland,1,0.0
2020-01-30,Finland,1,0.0
2020-01-31,Finland,1,0.0
2020-02-01,Finland,1,0.0
2020-02-02,Finland,1,0.0
2020-02-03,Finland,1,0.0
2020-02-04,Finland,1,0.0
2020-02-05,Finland,1,0.0
2020-02-06,Finland,1,0.0
2020-02-07,Finland,1,0.0
2020-02-08,Finland,1,0.0
2020-02-09,Finland,1,0.0
2020-02-10,Finland,1,0.0
2020-02-11,Finland,1,0.0
2020-02-12,Finland,1,0.0
2020-02-13,Finland,1,0.0
2020-02-14,Finland,1,0.0
2020-02-15,Finland,1,0.0
2020-02-16,Finland,1,0.0
2020-02-17,Finland,1,0.0
2020-02-18,Finland,1,0.0
2020-02-19,Finland,1,0.0
2020-02-20,Finland,1,0.0
2020-02-21,Finland,1,0.0
2020-02-22,Finland,1,0.0
2020-02-23,Finland,1,0.0
2020-02-24,Finland,1,0.0
2020-02-25,Finland,1,100.0
2020-02-26,Finland,2,0.0
2020-02-27,Finland,2,0.0
2020-02-28,Finland,2,50.0
2020-02-29,Finland,3,100.0
2020-03-01,Finland,6,0.0
2020-03-02,Finland,6,0.0
2020-03-03,Finland,6,0.0
2020-03-04,Finland,6,100.0
2020-03-05,Finland,12,25.0
2020-03-06,Finland,15,0.0
2020-03-07,Finland,15,53.33333333333334
2020-03-08,Finland,23,30.434782608695656
2020-03-09,Finland,30,33.33333333333334
2020-03-10,Finland,40,47.5
2020-03-11,Finland,59,0.0
2020-03-12,Finland,59,162.71186440677968
2020-03-13,Finland,155,45.16129032258064
2020-03-14,Finland,225,8.444444444444443
2020-03-15,Finland,244,13.52459016393442
2020-03-16,Finland,277,0.0
2020-01-22,France,0,0.0
2020-01-23,France,0,0.0
2020-01-24,France,2,50.0
2020-01-25,France,3,0.0
2020-01-26,France,3,0.0
2020-01-27,France,3,33.33333333333334
2020-01-28,France,4,25.0
2020-01-29,France,5,0.0
2020-01-30,France,5,0.0
2020-01-31,France,5,20.0
2020-02-01,France,6,0.0
2020-02-02,France,6,0.0
2020-02-03,France,6,0.0
2020-02-04,France,6,0.0
2020-02-05,France,6,0.0
2020-02-06,France,6,0.0
2020-02-07,France,6,83.33333333333334
2020-02-08,France,11,0.0
2020-02-09,France,11,0.0
2020-02-10,France,11,0.0
2020-02-11,France,11,0.0
2020-02-12,France,11,0.0
2020-02-13,France,11,0.0
2020-02-14,France,11,9.090909090909093
2020-02-15,France,12,0.0
2020-02-16,France,12,0.0
2020-02-17,France,12,0.0
2020-02-18,France,12,0.0
2020-02-19,France,12,0.0
2020-02-20,France,12,0.0
2020-02-21,France,12,0.0
2020-02-22,France,12,0.0
2020-02-23,France,12,0.0
2020-02-24,France,12,16.66666666666667
2020-02-25,France,14,28.571428571428584
2020-02-26,France,18,111.11111111111111
2020-02-27,France,38,50.0
2020-02-28,France,57,75.43859649122808
2020-02-29,France,100,30.0
2020-03-01,France,130,46.923076923076934
2020-03-02,France,191,6.806282722513089
2020-03-03,France,204,41.176470588235304
2020-03-04,France,288,31.944444444444457
2020-03-05,France,380,72.63157894736841
2020-03-06,France,656,45.884146341463406
2020-03-07,France,957,18.495297805642636
2020-03-08,France,1134,7.319223985890659
2020-03-09,France,1217,47.24732949876747
2020-03-10,France,1792,27.734375
2020-03-11,France,2289,0.0
2020-03-12,France,2289,60.41939711664483
2020-03-13,France,3672,22.004357298474943
2020-03-14,France,4480,0.7366071428571388
2020-03-15,France,4513,47.35209395080878
2020-03-16,France,6650,0.0
2020-01-22,French Guiana,0,0.0
2020-01-23,French Guiana,0,0.0
2020-01-24,French Guiana,0,0.0
2020-01-25,French Guiana,0,0.0
2020-01-26,French Guiana,0,0.0
2020-01-27,French Guiana,0,0.0
2020-01-28,French Guiana,0,0.0
2020-01-29,French Guiana,0,0.0
2020-01-30,French Guiana,0,0.0
2020-01-31,French Guiana,0,0.0
2020-02-01,French Guiana,0,0.0
2020-02-02,French Guiana,0,0.0
2020-02-03,French Guiana,0,0.0
2020-02-04,French Guiana,0,0.0
2020-02-05,French Guiana,0,0.0
2020-02-06,French Guiana,0,0.0
2020-02-07,French Guiana,0,0.0
2020-02-08,French Guiana,0,0.0
2020-02-09,French Guiana,0,0.0
2020-02-10,French Guiana,0,0.0
2020-02-11,French Guiana,0,0.0
2020-02-12,French Guiana,0,0.0
2020-02-13,French Guiana,0,0.0
2020-02-14,French Guiana,0,0.0
2020-02-15,French Guiana,0,0.0
2020-02-16,French Guiana,0,0.0
2020-02-17,French Guiana,0,0.0
2020-02-18,French Guiana,0,0.0
2020-02-19,French Guiana,0,0.0
2020-02-20,French Guiana,0,0.0
2020-02-21,French Guiana,0,0.0
2020-02-22,French Guiana,0,0.0
2020-02-23,French Guiana,0,0.0
2020-02-24,French Guiana,0,0.0
2020-02-25,French Guiana,0,0.0
2020-02-26,French Guiana,0,0.0
2020-02-27,French Guiana,0,0.0
2020-02-28,French Guiana,0,0.0
2020-02-29,French Guiana,0,0.0
2020-03-01,French Guiana,0,0.0
2020-03-02,French Guiana,0,0.0
2020-03-03,French Guiana,0,0.0
2020-03-04,French Guiana,0,0.0
2020-03-05,French Guiana,0,0.0
2020-03-06,French Guiana,0,0.0
2020-03-07,French Guiana,0,0.0
2020-03-08,French Guiana,0,0.0
2020-03-09,French Guiana,0,0.0
2020-03-10,French Guiana,0,0.0
2020-03-11,French Guiana,0,0.0
2020-03-12,French Guiana,0,0.0
2020-03-13,French Guiana,0,0.0
2020-03-14,French Guiana,0,0.0
2020-03-15,French Guiana,0,0.0
2020-03-16,French Guiana,11,0.0
2020-01-22,Gabon,0,0.0
2020-01-23,Gabon,0,0.0
2020-01-24,Gabon,0,0.0
2020-01-25,Gabon,0,0.0
2020-01-26,Gabon,0,0.0
2020-01-27,Gabon,0,0.0
2020-01-28,Gabon,0,0.0
2020-01-29,Gabon,0,0.0
2020-01-30,Gabon,0,0.0
2020-01-31,Gabon,0,0.0
2020-02-01,Gabon,0,0.0
2020-02-02,Gabon,0,0.0
2020-02-03,Gabon,0,0.0
2020-02-04,Gabon,0,0.0
2020-02-05,Gabon,0,0.0
2020-02-06,Gabon,0,0.0
2020-02-07,Gabon,0,0.0
2020-02-08,Gabon,0,0.0
2020-02-09,Gabon,0,0.0
2020-02-10,Gabon,0,0.0
2020-02-11,Gabon,0,0.0
2020-02-12,Gabon,0,0.0
2020-02-13,Gabon,0,0.0
2020-02-14,Gabon,0,0.0
2020-02-15,Gabon,0,0.0
2020-02-16,Gabon,0,0.0
2020-02-17,Gabon,0,0.0
2020-02-18,Gabon,0,0.0
2020-02-19,Gabon,0,0.0
2020-02-20,Gabon,0,0.0
2020-02-21,Gabon,0,0.0
2020-02-22,Gabon,0,0.0
2020-02-23,Gabon,0,0.0
2020-02-24,Gabon,0,0.0
2020-02-25,Gabon,0,0.0
2020-02-26,Gabon,0,0.0
2020-02-27,Gabon,0,0.0
2020-02-28,Gabon,0,0.0
2020-02-29,Gabon,0,0.0
2020-03-01,Gabon,0,0.0
2020-03-02,Gabon,0,0.0
2020-03-03,Gabon,0,0.0
2020-03-04,Gabon,0,0.0
2020-03-05,Gabon,0,0.0
2020-03-06,Gabon,0,0.0
2020-03-07,Gabon,0,0.0
2020-03-08,Gabon,0,0.0
2020-03-09,Gabon,0,0.0
2020-03-10,Gabon,0,0.0
2020-03-11,Gabon,0,0.0
2020-03-12,Gabon,0,0.0
2020-03-13,Gabon,0,0.0
2020-03-14,Gabon,1,0.0
2020-03-15,Gabon,1,0.0
2020-03-16,Gabon,1,0.0
2020-01-22,Georgia,0,0.0
2020-01-23,Georgia,0,0.0
2020-01-24,Georgia,0,0.0
2020-01-25,Georgia,0,0.0
2020-01-26,Georgia,0,0.0
2020-01-27,Georgia,0,0.0
2020-01-28,Georgia,0,0.0
2020-01-29,Georgia,0,0.0
2020-01-30,Georgia,0,0.0
2020-01-31,Georgia,0,0.0
2020-02-01,Georgia,0,0.0
2020-02-02,Georgia,0,0.0
2020-02-03,Georgia,0,0.0
2020-02-04,Georgia,0,0.0
2020-02-05,Georgia,0,0.0
2020-02-06,Georgia,0,0.0
2020-02-07,Georgia,0,0.0
2020-02-08,Georgia,0,0.0
2020-02-09,Georgia,0,0.0
2020-02-10,Georgia,0,0.0
2020-02-11,Georgia,0,0.0
2020-02-12,Georgia,0,0.0
2020-02-13,Georgia,0,0.0
2020-02-14,Georgia,0,0.0
2020-02-15,Georgia,0,0.0
2020-02-16,Georgia,0,0.0
2020-02-17,Georgia,0,0.0
2020-02-18,Georgia,0,0.0
2020-02-19,Georgia,0,0.0
2020-02-20,Georgia,0,0.0
2020-02-21,Georgia,0,0.0
2020-02-22,Georgia,0,0.0
2020-02-23,Georgia,0,0.0
2020-02-24,Georgia,0,0.0
2020-02-25,Georgia,0,0.0
2020-02-26,Georgia,1,0.0
2020-02-27,Georgia,1,0.0
2020-02-28,Georgia,1,0.0
2020-02-29,Georgia,1,200.0
2020-03-01,Georgia,3,0.0
2020-03-02,Georgia,3,0.0
2020-03-03,Georgia,3,0.0
2020-03-04,Georgia,3,33.33333333333334
2020-03-05,Georgia,4,0.0
2020-03-06,Georgia,4,0.0
2020-03-07,Georgia,4,225.0
2020-03-08,Georgia,13,15.384615384615387
2020-03-09,Georgia,15,0.0
2020-03-10,Georgia,15,60.0
2020-03-11,Georgia,24,0.0
2020-03-12,Georgia,24,4.166666666666671
2020-03-13,Georgia,25,20.0
2020-03-14,Georgia,30,10.0
2020-03-15,Georgia,33,0.0
2020-03-16,Georgia,33,0.0
2020-01-22,Germany,0,0.0
2020-01-23,Germany,0,0.0
2020-01-24,Germany,0,0.0
2020-01-25,Germany,0,0.0
2020-01-26,Germany,0,0.0
2020-01-27,Germany,1,300.0
2020-01-28,Germany,4,0.0
2020-01-29,Germany,4,0.0
2020-01-30,Germany,4,25.0
2020-01-31,Germany,5,60.0
2020-02-01,Germany,8,25.0
2020-02-02,Germany,10,20.0
2020-02-03,Germany,12,0.0
2020-02-04,Germany,12,0.0
2020-02-05,Germany,12,0.0
2020-02-06,Germany,12,8.333333333333329
2020-02-07,Germany,13,0.0
2020-02-08,Germany,13,7.692307692307693
2020-02-09,Germany,14,0.0
2020-02-10,Germany,14,14.285714285714292
2020-02-11,Germany,16,0.0
2020-02-12,Germany,16,0.0
2020-02-13,Germany,16,0.0
2020-02-14,Germany,16,0.0
2020-02-15,Germany,16,0.0
2020-02-16,Germany,16,0.0
2020-02-17,Germany,16,0.0
2020-02-18,Germany,16,0.0
2020-02-19,Germany,16,0.0
2020-02-20,Germany,16,0.0
2020-02-21,Germany,16,0.0
2020-02-22,Germany,16,0.0
2020-02-23,Germany,16,0.0
2020-02-24,Germany,16,6.25
2020-02-25,Germany,17,58.823529411764696
2020-02-26,Germany,27,70.37037037037038
2020-02-27,Germany,46,4.347826086956516
2020-02-28,Germany,48,64.58333333333334
2020-02-29,Germany,79,64.55696202531647
2020-03-01,Germany,130,22.307692307692307
2020-03-02,Germany,159,23.270440251572325
2020-03-03,Germany,196,33.67346938775509
2020-03-04,Germany,262,83.96946564885496
2020-03-05,Germany,482,39.004149377593365
2020-03-06,Germany,670,19.253731343283576
2020-03-07,Germany,799,30.16270337922404
2020-03-08,Germany,1040,13.07692307692308
2020-03-09,Germany,1176,23.894557823129247
2020-03-10,Germany,1457,30.95401509951955
2020-03-11,Germany,1908,8.909853249475887
2020-03-12,Germany,2078,76.85274302213668
2020-03-13,Germany,3675,24.76190476190476
2020-03-14,Germany,4585,26.390403489640136
2020-03-15,Germany,5795,25.48748921484038
2020-03-16,Germany,7272,0.0
2020-01-22,Ghana,0,0.0
2020-01-23,Ghana,0,0.0
2020-01-24,Ghana,0,0.0
2020-01-25,Ghana,0,0.0
2020-01-26,Ghana,0,0.0
2020-01-27,Ghana,0,0.0
2020-01-28,Ghana,0,0.0
2020-01-29,Ghana,0,0.0
2020-01-30,Ghana,0,0.0
2020-01-31,Ghana,0,0.0
2020-02-01,Ghana,0,0.0
2020-02-02,Ghana,0,0.0
2020-02-03,Ghana,0,0.0
2020-02-04,Ghana,0,0.0
2020-02-05,Ghana,0,0.0
2020-02-06,Ghana,0,0.0
2020-02-07,Ghana,0,0.0
2020-02-08,Ghana,0,0.0
2020-02-09,Ghana,0,0.0
2020-02-10,Ghana,0,0.0
2020-02-11,Ghana,0,0.0
2020-02-12,Ghana,0,0.0
2020-02-13,Ghana,0,0.0
2020-02-14,Ghana,0,0.0
2020-02-15,Ghana,0,0.0
2020-02-16,Ghana,0,0.0
2020-02-17,Ghana,0,0.0
2020-02-18,Ghana,0,0.0
2020-02-19,Ghana,0,0.0
2020-02-20,Ghana,0,0.0
2020-02-21,Ghana,0,0.0
2020-02-22,Ghana,0,0.0
2020-02-23,Ghana,0,0.0
2020-02-24,Ghana,0,0.0
2020-02-25,Ghana,0,0.0
2020-02-26,Ghana,0,0.0
2020-02-27,Ghana,0,0.0
2020-02-28,Ghana,0,0.0
2020-02-29,Ghana,0,0.0
2020-03-01,Ghana,0,0.0
2020-03-02,Ghana,0,0.0
2020-03-03,Ghana,0,0.0
2020-03-04,Ghana,0,0.0
2020-03-05,Ghana,0,0.0
2020-03-06,Ghana,0,0.0
2020-03-07,Ghana,0,0.0
2020-03-08,Ghana,0,0.0
2020-03-09,Ghana,0,0.0
2020-03-10,Ghana,0,0.0
2020-03-11,Ghana,0,0.0
2020-03-12,Ghana,0,0.0
2020-03-13,Ghana,0,0.0
2020-03-14,Ghana,3,100.0
2020-03-15,Ghana,6,0.0
2020-03-16,Ghana,6,0.0
2020-01-22,Greece,0,0.0
2020-01-23,Greece,0,0.0
2020-01-24,Greece,0,0.0
2020-01-25,Greece,0,0.0
2020-01-26,Greece,0,0.0
2020-01-27,Greece,0,0.0
2020-01-28,Greece,0,0.0
2020-01-29,Greece,0,0.0
2020-01-30,Greece,0,0.0
2020-01-31,Greece,0,0.0
2020-02-01,Greece,0,0.0
2020-02-02,Greece,0,0.0
2020-02-03,Greece,0,0.0
2020-02-04,Greece,0,0.0
2020-02-05,Greece,0,0.0
2020-02-06,Greece,0,0.0
